TAXREF17;TAXREF17
CD_REF;NOM LATIN
612499;Iberis intermedia subsp. beugesiaca
612500;Iberis intermedia subsp. intermedia
136812;Iberis intermedia subsp. violletii
136812;Iberis intermedia subsp. violletii
;
136812;Iberis intermedia subsp. violletii
136812;Iberis intermedia subsp. violletii
136812;Iberis intermedia subsp. violletii
136812;Iberis intermedia subsp. violletii
136812;Iberis intermedia subsp. violletii
136812;Iberis intermedia subsp. violletii
103415;Iberis amara
103456;Iberis intermedia
136819;Iberis linifolia subsp. linifolia
136822;Iberis linifolia subsp. stricta
103469;Iberis nana
103415;Iberis pinnata
103433;Iberis ciliata
136829;Iberis saxatilis subsp. saxatilis
103493;Iberis semperflorens
103492;Iberis sempervirens
103423;Iberis spathulata
103501;Iberis timeroyi
103502;Iberis umbellata
103508;Iberis x bretonii
103511;Ibicella lutea
610626;Ifloga spicata
103514;Ilex aquifolium
103536;Illecebrum verticillatum
103543;Impatiens balfourii
445494;Impatiens balsamina
103545;Impatiens capensis
103547;Impatiens glandulifera
103553;Impatiens noli-tangere
103557;Impatiens parviflora
160378;Impatiens walleriana
103562;Imperata cylindrica
103578;Imperatoria ostruthium
103578;Imperatoria ostruthium
103578;Imperatoria ostruthium
103584;Indigofera heterantha
103594;Inula aspera
103596;Inula bifrons
103598;Inula britannica
;
103626;Inula helenioides
103627;Inula helenium
103628;Inula helvetica
103631;Inula hirta
103639;Inula montana
103594;Inula salicina
103651;Inula spiraeifolia
103659;Inula x adriatica
103660;Inula x rigida
103661;Inula x savii
103659;Inula x semiamplexicaulis
104058;Ionopsidium acaule
717275;Ionopsidium glastifolium
103675;Ipheion uniflorum
103682;Ipomoea hederacea
103684;Ipomoea indica
103687;Ipomoea lacunosa
610883;Ipomoea lobata
521639;Ipomoea purpurea
103693;Ipomoea sagittata
446731;Ipomoea cordatotriloba
103702;Iris albicans
103706;Iris aphylla
610885;Iris cretensis
103726;Iris ensata
103734;Iris foetidissima
103737;Iris germanica
153377;Iris germanica
103726;Iris ensata
103741;Iris hybrida
160465;Iris juncea
103746;Iris latifolia
103749;Iris lutescens
136857;Iris lutescens subsp. lutescens
160434;Iris lutescens subsp. subbiflora
103777;Iris orientalis
103702;Iris albicans
718365;Iris pallida subsp. pallida
103768;Iris perrieri
103772;Iris pseudacorus
103749;Iris lutescens
717276;Iris reichenbachiana
103777;Iris sibirica
108802;Moraea sisyrinchium
610887;Iris reichenbachiana
103790;Iris tuberosa
103791;Iris unguicularis
161536;Iris variegata
103793;Iris versicolor
103797;Iris x hollandica
103798;Iris x neumayeri
161538;Iris x sambucina
161538;Iris x sambucina
610884;Iris xanthospuria
103746;Iris xiphium
103803;Isatis alpina
103803;Isatis alpina
103817;Isatis tinctoria
717277;Isatis lusitanica
103817;Isatis tinctoria
103817;Isatis tinctoria
717278;Isatis quadrialata
103803;Isatis tinctoria
103803;Isatis alpina
103825;Ismelia carinata
103832;Isoetes boryana
611746;Isoetes creussensis
611746;Isoetes creussensis
103838;Isoetes delilei
;
103841;Isoetes echinospora
103837;Isoetes histrix
103834;Isoetes lacustris
103838;Isoetes delilei
958369;Isoetes gymnocarpa
103832;Isoetes longissima
103850;Isoetes tenuissima
161103;Isoetes longissima
984424;Isoetes x hickeyi
103857;Isolepis cernua
103862;Isolepis fluitans
103857;Isolepis cernua
103887;Isolepis pseudosetacea
103897;Isolepis sepulcralis
103898;Isolepis setacea
103917;Isopyrum thalictroides
717279;Iva annua
103924;Iva xanthiifolia
103931;Ixia dubia
103949;Jacaranda mimosifolia
103985;Jacobaea adonidifolia
610648;Jacobaea alpina
103987;Jacobaea aquatica
610644;Jacobaea erratica
103991;Jacobaea erucifolia
718366;Jacobaea erucifolia subsp. erucifolia
610642;Jacobaea incana
612651;Jacobaea incana subsp. incana
610647;Jacobaea leucophylla
610643;Jacobaea maritima
612652;Jacobaea maritima subsp. bicolor
612653;Jacobaea maritima subsp. maritima
103995;Jacobaea paludosa
718238;Jacobaea paludosa subsp. angustifolia
610654;Jacobaea persoonii
610645;Jacobaea uniflora
610646;Jacobaea vulgaris
612654;Jacobaea vulgaris subsp. dunensis
612655;Jacobaea vulgaris subsp. vulgaris
610657;Jacobaea x albescens
610651;Jacobaea x calvescens
610641;Jacobaea x laggeri
610650;Jacobaea x lichtensteinensis
;
610656;Jacobaea x mirabilis
610652;Jacobaea x ostenfeldii
610653;Jacobaea x reisachii
610655;Jacobaea x thuretii
717778;Jarava plumosa
104014;Jasione crispa
136883;Jasione crispa subsp. arvernensis
136884;Jasione crispa subsp. crispa
104018;Jasione laevis
104018;Jasione laevis
104020;Jasione maritima
104014;Jasione montana
104022;Jasione montana
104022;Jasione montana
104022;Jasione montana
104022;Jasione montana
104022;Jasione montana
104036;Jasminum fruticans
1019265;Jasminum officinale subsp. grandiflorum
;
1019265;Jasminum officinale subsp. grandiflorum
610889;Jasminum mesnyi
104039;Jasminum nudiflorum
104040;Jasminum odoratissimum
104041;Jasminum officinale
104052;Jasonia tuberosa
104070;Jubaea chilensis
1016949;Juglans mandshurica
104074;Juglans nigra
104076;Juglans regia
1014238;Juglans x intermedia
133609;Cyperus laevigatus subsp. distachyos
104101;Juncus acutiflorus
104104;Juncus acutus
136895;Juncus acutus subsp. acutus
104111;Juncus alpinoarticulatus
136899;Juncus alpinoarticulatus subsp. alpinoarticulatus
136903;Juncus alpinoarticulatus subsp. fuscoater
104115;Juncus alpinoarticulatus subsp. fuscoater
104123;Juncus arcticus
104126;Juncus articulatus
136913;Juncus articulatus subsp. articulatus
136913;Juncus articulatus subsp. articulatus
136913;Juncus articulatus subsp. articulatus
136919;Juncus balticus subsp. pyrenaeus
136919;Juncus balticus subsp. pyrenaeus
104144;Juncus bufonius
147897;Juncus bufonius var. bufonius
147898;Juncus bufonius var. congestus
771713;Juncus ranarius
104145;Juncus bulbosus
136927;Juncus bulbosus subsp. bulbosus
136928;Juncus bulbosus subsp. kochii
104148;Juncus capitatus
104155;Juncus compressus
104160;Juncus conglomeratus
104160;Juncus conglomeratus
104160;Juncus conglomeratus
104160;Juncus effusus
104173;Juncus effusus
104173;Juncus effusus
104176;Juncus ensifolius
104183;Juncus filiformis
104126;Juncus articulatus
104192;Juncus fontanesii
136937;Juncus fontanesii subsp. fontanesii
104196;Juncus gerardi
104208;Juncus heterophyllus
104212;Juncus hybridus
;
104214;Juncus inflexus
104221;Juncus jacquinii
104235;Juncus balticus subsp. littoralis
104104;Juncus maritimus
104257;Juncus monanthos
104302;Juncus pygmaeus
136919;Juncus balticus subsp. pyrenaeus
771713;Juncus ranarius
717280;Juncus rechingeri
104310;Juncus requienii
104312;Juncus rigidus
104325;Juncus sorrentinii
104329;Juncus sphaerocarpus
104334;Juncus squarrosus
104192;Juncus fontanesii
104339;Juncus stygius
104340;Juncus subnodulosus
104341;Juncus subulatus
104329;Juncus tenageia
104353;Juncus tenuis subsp. dichotomus
718240;Juncus tenuis subsp. anthelatus
718241;Juncus tenuis subsp. dichotomus
136961;Juncus tenuis subsp. dudleyi
612142;Juncus tenuis subsp. tenuis
104355;Juncus tingitanus
104257;Juncus trifidus
104363;Juncus triglumis
718367;Juncus triglumis subsp. triglumis
717281;Juncus x alpiniformis
610893;Juncus x clausonis
104379;Juncus x diffusus
104381;Juncus x haussknechtii
610890;Juncus x inundatus
104383;Juncus x kernreichgeltii
608162;Juncus x langei
610892;Juncus x montellii
717282;Juncus x montserratensis
104386;Juncus x murbeckii
104388;Juncus x royeri
104389;Juncus x ruhmeri
610891;Juncus x scalovicus
104392;Juncus x valbrayi
104396;Juniperus chinensis
104397;Juniperus communis
1039503;Juniperus communis var. communis
1039639;Juniperus communis nothovar. hemisphaerica
1039639;Juniperus communis nothovar. hemisphaerica
1039508;Juniperus communis var. saxatilis
160554;Juniperus drupacea
717283;Juniperus excelsa
610894;Juniperus horizontalis
610895;Juniperus monosperma
610898;Juniperus osteosperma
104406;Juniperus oxycedrus
104409;Juniperus oxycedrus
104406;Juniperus macrocarpa
104409;Juniperus oxycedrus
104410;Juniperus phoenicea
104410;Juniperus phoenicea
104420;Juniperus turbinata
610897;Juniperus recurva
104413;Juniperus sabina
610896;Juniperus scopulorum
104415;Juniperus squamata
104419;Juniperus thurifera
104419;Juniperus thurifera
104420;Juniperus turbinata
104422;Juniperus virginiana
717779;Juniperus x cerropastorensis
1039702;Juniperus x pfitzeriana
;
610899;Jurinea alata
104430;Jurinea humilis
104440;Kadenia dubia
629982;Kalanchoe daigremontiana
160174;Kalanchoe delagoensis
;
;
120594;Salsola kali
120616;Salsola tragus
761945;Kalmia procumbens
104456;Katapsuxis silaifolia
612437;Cleistogenes serotina subsp. serotina
104458;Kengyilia pulcherrima
104488;Kernera saxatilis
104493;Kerria japonica
104500;Kickxia cirrhosa
104501;Kickxia commutata
136993;Kickxia commutata subsp. commutata
104502;Kickxia elatine
1020919;Kickxia sieberi
104502;Kickxia elatine
104503;Kickxia lanigera
104506;Kickxia spuria
104506;Kickxia spuria
104506;Kickxia spuria
104507;Kickxia x confinis
717782;Klasea lycopifolia
717783;Klasea nudicaulis
943261;Curio repens
104516;Knautia arvensis
104516;Knautia arvensis
104537;Knautia integrifolia
610900;Knautia arvensis x
104517;Knautia arvernensis
104517;Knautia arvernensis
104518;Knautia basaltica
718706;Knautia basaltica var. basaltica
718707;Knautia basaltica var. foreziensis
104558;Knautia collina
998978;Knautia collina
998978;Knautia collina
104527;Knautia degenii
104528;Knautia dipsacifolia
104532;Knautia godetii
104537;Knautia integrifolia
104540;Knautia lebrunii
104558;Knautia timeroyi
104528;Knautia dipsacifolia
104528;Knautia dipsacifolia
104517;Knautia subcanescens
;
;
;
;
;
104566;Knautia x chassagnei
104567;Knautia x felina
;
104570;Knautia x sambucifolia
104575;Kniphofia praecox
104576;Kniphofia uvaria
88871;Carex simpliciuscula
104602;Koeleria arenaria
104602;Koeleria arenaria
104613;Koeleria cenisia
104602;Koeleria glauca
137026;Koeleria glauca subsp. glauca
104644;Koeleria macrantha
718368;Koeleria macrantha subsp. macrantha
104665;Koeleria pyramidata
718369;Koeleria pyramidata subsp. pyramidata
104680;Koeleria vallesiana
137039;Koeleria vallesiana subsp. abbreviata
137041;Koeleria vallesiana subsp. humilis
137044;Koeleria vallesiana subsp. vallesiana
137044;Koeleria vallesiana subsp. vallesiana
104680;Koeleria vallesiana
137044;Koeleria vallesiana subsp. vallesiana
;
610671;Koelpinia linearis
161872;Koelreuteria paniculata
104693;Kolkwitzia amabilis
101539;Hibiscus pentacarpos
610672;Krubera peregrina
104713;Kundmannia sicula
104715;Laburnum alpinum
104716;Laburnum anagyroides
104723;Laburnum x watereri
104734;Lactuca alpina
104760;Lactuca macrophylla
612504;Lactuca macrophylla subsp. macrophylla
612503;Lactuca macrophylla subsp. uralensis
610995;Lactuca muralis
104764;Lactuca perennis
610994;Lactuca plumieri
104766;Lactuca quercina
104766;Lactuca quercina
104767;Lactuca ramosissima
104770;Lactuca saligna
104771;Lactuca sativa
448641;Lactuca sativa var. capitata
148028;Lactuca sativa var. crispa
710403;Lactuca sativa var. longifolia
104775;Lactuca serriola
104775;Lactuca serriola
104775;Lactuca serriola
104781;Lactuca tenerrima
104767;Lactuca viminea
137061;Lactuca viminea subsp. chondrilliflora
104775;Lactuca virosa
610996;Lactuca virosa x
104789;Lactuca x dichotoma
610993;Lactuca x favratii
104805;Lagarosiphon major
104807;Lagenaria siceraria
104811;Lagerstroemia indica
104815;Lagoecia cuminoides
104841;Lagurus ovatus
718370;Lagurus ovatus subsp. ovatus
104844;Lallemantia iberica
104845;Lamarckia aurea
104854;Lamium album
104855;Lamium amplexicaule
104858;Lamium bifidum
;
137070;Lamium bifidum subsp. bifidum
;
717285;Lamium cyrneum
104872;Lamium flexuosum
104876;Lamium galeobdolon
137071;Lamium galeobdolon subsp. argentatum
161601;Lamium galeobdolon subsp. flavidum
137072;Lamium galeobdolon subsp. galeobdolon
137073;Lamium galeobdolon subsp. montanum
104877;Lamium garganicum
;
1036608;Lamium garganicum subsp. corsicum
137076;Lamium garganicum subsp. garganicum
137076;Lamium garganicum subsp. garganicum
610998;Lamium cyrneum
104879;Lamium hybridum
104889;Lamium maculatum
104879;Lamium purpureum
104889;Lamium maculatum
104915;Lamium x schroeteri
104918;Lampranthus blandus
104919;Lampranthus conspicuus
717286;Lampranthus glaucoides
104922;Lampranthus multiradiatus
104922;Lampranthus multiradiatus
104924;Lampranthus spectabilis
104929;Lantana camara
610681;Laphangium luteoalbum
98740;Fleurya aestuans
1026851;Lappula patula
1026848;Lappula spinocarpos
105010;Lappula squarrosa
105017;Lapsana communis
137096;Lapsana communis subsp. communis
137097;Lapsana communis subsp. intermedia
105042;Larix decidua
137099;Larix decidua subsp. decidua
105044;Larix kaempferi
717287;Larix laricina
611000;Larix occidentalis
105050;Larix x marschlinsii
105055;Laser trilobum
105071;Laserpitium gallicum
788987;Laserpitium gallicum subsp. gallicum
788987;Laserpitium gallicum subsp. gallicum
788987;Laserpitium gallicum subsp. gallicum
105074;Laserpitium halleri
137101;Laserpitium halleri subsp. cynapiifolium
137102;Laserpitium halleri subsp. halleri
105076;Laserpitium latifolium
718371;Laserpitium latifolium subsp. latifolium
718371;Laserpitium latifolium subsp. latifolium
718371;Laserpitium latifolium subsp. latifolium
105081;Laserpitium nestleri
105081;Laserpitium nestleri
718372;Laserpitium nestleri subsp. nestleri
105086;Laserpitium prutenicum
137106;Laserpitium prutenicum subsp. dufourianum
137107;Laserpitium prutenicum subsp. prutenicum
105092;Laserpitium siler
105099;Laserpitium x besseanum
105100;Laserpitium x gaveanum
105145;Lathraea clandestina
105148;Lathraea squamaria
105154;Lathyrus amphicarpos
105159;Lathyrus angulatus
105161;Lathyrus annuus
105162;Lathyrus aphaca
105162;Lathyrus aphaca
105162;Lathyrus aphaca
105168;Lathyrus bauhinii
105175;Lathyrus cicera
105177;Lathyrus cirrhosus
105178;Lathyrus clymenum
105178;Lathyrus clymenum
105178;Lathyrus clymenum
105168;Lathyrus filiformis
717288;Lathyrus gorgonei
105197;Lathyrus grandiflorus
105199;Lathyrus heterophyllus
105199;Lathyrus heterophyllus
105201;Lathyrus hirsutus
105204;Lathyrus inconspicuus
611008;Lathyrus incurvus
105206;Lathyrus japonicus
137118;Lathyrus japonicus subsp. maritimus
105211;Lathyrus latifolius
148085;Lathyrus latifolius var. ensifolius
148085;Lathyrus latifolius var. ensifolius
148086;Lathyrus latifolius var. latifolius
105214;Lathyrus linifolius
;
105214;Lathyrus linifolius
105206;Lathyrus japonicus subsp. maritimus
105230;Lathyrus niger
137133;Lathyrus niger subsp. jordanii
137134;Lathyrus niger subsp. niger
148091;Lathyrus niger var. angustifolius
613540;Lathyrus niger var. niger
105232;Lathyrus nissolia
613541;Lathyrus nissolia var. glabrescens
613131;Lathyrus nissolia var. nissolia
611007;Lathyrus nudicaulis
611009;Lathyrus ochraceus
105236;Lathyrus ochrus
105237;Lathyrus odoratus
105239;Lathyrus palustris
105241;Lathyrus pannonicus
811241;Lathyrus pannonicus var. asphodeloides
105247;Lathyrus pratensis
105247;Lathyrus pratensis
105247;Lathyrus pratensis
105247;Lathyrus pratensis
105256;Lathyrus sativus
105260;Lathyrus setifolius
105261;Lathyrus sphaericus
105177;Lathyrus sylvestris
105266;Lathyrus sylvestris
105266;Lathyrus sylvestris
105271;Lathyrus tingitanus
105273;Lathyrus tuberosus
105279;Lathyrus venetus
105280;Lathyrus vernus
105280;Lathyrus vernus
105284;Lathyrus vivantii
105285;Lathyrus x tournefortii
621527;Launaea fragilis
105295;Laurus nobilis
105297;Lavandula angustifolia
105297;Lavandula angustifolia
105316;Lavandula pyrenaica
105304;Lavandula dentata
105312;Lavandula latifolia
105321;Lavandula stoechas
105321;Lavandula stoechas
;
717289;Lavandula x heterophylla
105330;Lavandula x intermedia
928504;Malva unguiculata
717791;Malva subovata
717304;Malva trimestris
105400;Leersia oryzoides
105406;Legousia falcata
105406;Legousia falcata
105406;Legousia falcata
105406;Legousia falcata
;
105407;Legousia hybrida
611024;Legousia hybrida x
997405;Legousia speculum-veneris subsp. pentagonia
105406;Legousia falcata
105410;Legousia speculum-veneris
105423;Lemna aequinoctialis
105427;Lemna gibba
105423;Lemna aequinoctialis
105433;Lemna minuta
105423;Lemna aequinoctialis
105441;Lemna trisulca
105442;Lemna turionifera
129211;Vicia lens
892236;Vicia lens subsp. ervoides
892235;
129255;Vicia nigricans
160380;Leontice leontopetalum
;
160380;Leontice leontopetalum
105490;Leontodon crispus
611355;Scorzoneroides duboisii
105500;Leontodon hirtus
105502;Leontodon hispidus
719262;Leontodon hispidus subsp. montanus
137189;Leontodon hispidus subsp. hispidus
137190;Leontodon hispidus subsp. hyoseroides
161514;Leontodon hispidus subsp. opimus
137189;Leontodon hispidus subsp. hispidus
137189;Leontodon hispidus subsp. hispidus
137189;Leontodon hispidus subsp. hispidus
137190;Leontodon hispidus subsp. hyoseroides
137190;Leontodon hispidus subsp. hyoseroides
105504;Leontodon incanus
105521;Leontodon saxatilis
612505;Leontodon saxatilis subsp. rothii
137205;Leontodon saxatilis subsp. saxatilis
619832;Leontodon tenuiflorus
105529;Leontodon tuberosus
105532;Leontodon x ambiguus
611030;Leontodon x vegetus
611031;Leontopodium nivale
612632;Leontopodium nivale subsp. alpinum
105548;Leonurus cardiaca
105548;Leonurus cardiaca
105548;Leonurus cardiaca
90395;Chaiturus marrubiastrum
161576;Leonurus japonicus
105595;Lepidium africanum
137214;Lepidium africanum subsp. africanum
611032;Lepidium aletes
105604;Lepidium bonariense
105607;Lepidium campestre
105612;Lepidium densiflorum
105612;Lepidium densiflorum
105612;Lepidium densiflorum
105615;Lepidium didymum
105621;Lepidium draba
105625;Lepidium fasciculatum
105628;Lepidium graminifolium
105630;Lepidium heterophyllum
105631;Lepidium hirtum
137224;Lepidium hirtum subsp. hirtum
137225;Lepidium hirtum subsp. nebrodense
105633;Lepidium hyssopifolium
105641;Lepidium latifolium
160973;Lepidium niloticum
105657;Lepidium oxyotum
105658;Lepidium perfoliatum
611033;Lepidium reticulatum
105612;Lepidium densiflorum
105673;Lepidium sativum
105673;Lepidium sativum
105673;Lepidium sativum
;
984396;Lepidium coronopus
105687;Lepidium villarsii
137229;Lepidium villarsii subsp. villarsii
105689;Lepidium virginicum
717290;Leptospermum laevigatum
611043;Lespedeza thunbergii
105764;Leucanthemella serotina
105765;Leucanthemopsis alpina
159722;Leucanthemopsis alpina subsp. alpina
137235;Leucanthemopsis alpina subsp. minima
137236;Leucanthemopsis alpina subsp. tomentosa
105765;Leucanthemopsis alpina
137236;Leucanthemopsis alpina subsp. tomentosa
105768;Leucanthemum adustum
105770;Leucanthemum ageratifolium
105794;Leucanthemum heterophyllum
105775;Leucanthemum burnatii
105776;Leucanthemum cantabricum
105777;Leucanthemum catalaunicum
105781;Leucanthemum coronopifolium
105781;Leucanthemum coronopifolium
718374;Leucanthemum coronopifolium subsp. coronopifolium
105782;Leucanthemum corsicum
137242;Leucanthemum corsicum subsp. corsicum
137243;Leucanthemum corsicum subsp. fenzlii
105784;Leucanthemum crassifolium
105768;Leucanthemum adustum
105786;Leucanthemum delarbrei
968304;
105793;Leucanthemum graminifolium
105793;Leucanthemum graminifolium
105793;Leucanthemum graminifolium
105794;Leucanthemum heterophyllum
105776;Leucanthemum ircutianum
105784;Leucanthemum crassifolium
105795;Leucanthemum ircutianum
159909;Leucanthemum laciniatum
;
105768;Leucanthemum adustum
105801;Leucanthemum meridionale
105803;Leucanthemum monspeliense
105770;Leucanthemum pallens
105814;Leucanthemum subglaucum
105816;Leucanthemum virgatum
105768;Leucanthemum vulgare
105817;Leucanthemum vulgare
148191;Leucanthemum vulgare var. autumnale
105807;Leucanthemum pallens
148192;Leucanthemum vulgare var. vulgare
105818;Leucanthemum x superbum
105827;Leucojum aestivum
105827;Leucojum aestivum
105837;Leucojum pulchellum
80000;Acis longifolia
610608;Acis nicaeensis
105837;Leucojum pulchellum
105841;Leucojum vernum
717785;Leucopoa dimorpha
717786;Leucopoa pulchella
718375;Leucopoa pulchella subsp. jurana
718376;Leucopoa pulchella subsp. pulchella
117573;Rhaponticum heleniifolium
105857;Levisticum officinale
105869;Leycesteria formosa
105870;Leymus arenarius
105871;Liatris spicata
610580;Libanotis pyrenaica
612645;Libanotis pyrenaica subsp. intermedia
612646;Libanotis pyrenaica subsp. pyrenaica
612646;Libanotis pyrenaica subsp. pyrenaica
612646;Libanotis pyrenaica subsp. pyrenaica
105908;Ligularia sibirica
982227;Ligusticum scothicum
160481;Ligustrum japonicum
105960;Ligustrum lucidum
105963;Ligustrum ovalifolium
105966;Ligustrum vulgare
105967;Ligustrum x vicaryi
611053;Lilium auratum
105979;Lilium bulbiferum
148200;Lilium bulbiferum var. croceum
105980;Lilium candidum
105986;Lilium lancifolium
105989;Lilium martagon
105991;Lilium pomponium
105992;Lilium pyrenaicum
105993;Lilium regale
105996;Lilium speciosum
106000;Limbarda crithmoides
612507;Limbarda crithmoides subsp. crithmoides
612508;Limbarda crithmoides subsp. longifolia
106004;Limnanthes douglasii
106026;Limodorum abortivum
106035;Limodorum trabutianum
106037;Limoniastrum monopetalum
106037;Limoniastrum monopetalum
106037;Limoniastrum monopetalum
106040;Limonium acutifolium
106043;Limonium articulatum
;
;
;
106045;Limonium avei
106046;Limonium bellidifolium
106044;Limonium binervosum
106047;Limonium binervosum
611059;Limonium binervosum x
611058;Limonium binervosum x
106049;Limonium bonifaciense
106050;Limonium brassicifolium
106053;Limonium companyonis
106054;Limonium confusum
106055;Limonium contortirameum
106056;Limonium cordatum
611057;Limonium cordatum x
106057;Limonium corsicum
106058;Limonium cuspidatum
106059;Limonium densissimum
106105;Limonium strictissimum
717322;Myriolimon diffusum
106064;Limonium dodartii
106066;Limonium dubium
106046;Limonium bellidifolium
106053;Limonium companyonis
106045;Limonium echioides
717323;Myriolimon ferulaceum
106073;Limonium florentinum
106076;Limonium gerberi
628301;Limonium geronense
106077;Limonium girardianum
106079;Limonium glomeratum
106057;Limonium corsicum
106080;Limonium humile
457840;Limonium lambinonii
106094;Limonium ovalifolium
106083;Limonium legrandii
610023;Limonium lobatum
106040;Limonium minutum
106088;Limonium narbonense
611056;Limonium narbonense x
106044;Limonium auriculae-ursifolium
106091;Limonium obtusifolium
106094;Limonium ovalifolium
106095;Limonium patrimoniense
160018;Limonium portovecchiense
611055;Limonium portovecchiense x
106097;Limonium pseudominutum
106054;Limonium ramosissimum
106047;Limonium binervosum
106104;Limonium sinuatum
106105;Limonium strictissimum
106106;Limonium tarcoense
106110;Limonium tremolsii
106111;Limonium virgatum
106080;Limonium vulgare
106113;Limonium x abnorme
106114;Limonium x ambiguum
106115;Limonium x glaucophyllum
106123;Limonium x neumannii
106124;Limonium x pseudoconfusum
106125;Limonium x sennenii
611061;Limonium x virgatoformis
106128;Limosella aquatica
106129;Limosella australis
106144;Linaria alpina
106144;Linaria alpina
106144;Linaria alpina
106144;Linaria alpina
106148;Linaria angustissima
717788;Linaria angustissima x
106149;Linaria arenaria
106149;Linaria arvensis
106158;Linaria chalepensis
104500;Kickxia cirrhosa
104501;Kickxia commutata
106172;Linaria flava
137330;Linaria flava subsp. sardoa
106148;Linaria angustissima
161485;Linaria dalmatica
106175;Linaria genistifolia
106179;Linaria incarnata
106189;Linaria maroccana
106191;Linaria micrantha
106201;Linaria pelisseriana
106208;Linaria propinqua
611063;Linaria purpurea
106212;Linaria reflexa
106213;Linaria repens
106213;Linaria repens
106213;Linaria repens
106213;Linaria repens
611064;Linaria scariosa
106220;Linaria simplex
926333;Linaria spartea
106208;Linaria supina
1002564;Linaria supina var. maritima
106226;Linaria supina
148235;Linaria supina var. supina
106229;Linaria thymifolia
106230;Linaria triphylla
160918;Linaria virgata
106148;Linaria vulgaris
106240;Linaria x cornubiensis
106241;Linaria x heribaudii
;
106245;Linaria x oligotricha
106246;Linaria x rocheri
106247;Linaria x sepium
106252;Lindernia dubia
106252;Lindernia dubia
106252;Lindernia dubia
106258;Lindernia procumbens
106260;Linnaea borealis
106275;Linum alpinum
106275;Linum alpinum
106275;Linum alpinum
106280;Linum austriacum
987988;Linum provinciale
106287;Linum campanulatum
106288;Linum catharticum
148252;Linum catharticum var. catharticum
148253;Linum catharticum var. subalpinum
161306;Linum corymbiferum
106298;Linum grandiflorum
106299;Linum hirsutum
137372;Linum hirsutum subsp. hirsutum
106306;Linum leonii
106313;Linum maritimum
;
106320;Linum narbonense
106321;Linum nodiflorum
106275;Linum alpinum
106278;Linum appressum
106291;Linum strictum
106291;Linum corymbulosum
106342;Linum strictum
106342;Linum strictum
106278;Linum appressum
106278;Linum appressum
106278;Linum tenuifolium
106347;Linum trigynum
106349;Linum usitatissimum
137388;Linum usitatissimum subsp. angustifolium
612510;Linum usitatissimum subsp. usitatissimum
106351;Linum viscosum
717294;Lipandra polysperma
717294;Lipandra polysperma
106353;Liparis loeselii
613547;Liparis loeselii var. loeselii
613548;Liparis loeselii var. ovata
106361;Liquidambar styraciflua
106365;Liriodendron tulipifera
109507;Neottia ovata
106374;Lithodora fruticosa
86890;Buglossoides arvensis
106396;Lithospermum officinale
80317;Aegonychon purpurocaeruleum
106419;Littorella uniflora
447758;Livistona australis
106428;Lobelia dortmanna
106429;Lobelia erinus
717295;Lobelia laxiflora
611069;Lobelia siphilitica
106435;Lobelia urens
106439;Lobularia maritima
137395;Lobularia maritima subsp. maritima
106446;Loeflingia hispanica
106449;Logfia gallica
106451;Logfia minima
717296;Loliolum subulatum
106497;Lolium multiflorum
106498;Lolium parabolicae
106497;Lolium perenne
;
106504;Lolium remotum
106498;Lolium rigidum
137409;Lolium rigidum subsp. lepturoides
137412;Lolium rigidum subsp. rigidum
106497;Lolium temulentum
;
106517;Lolium temulentum
106523;Lolium x boucheanum
106526;Lolium x hubbardii
106532;Lomelosia argentea
106534;Lomelosia graminifolia
611077;Lomelosia pulsatilloides
612657;Lomelosia pulsatilloides subsp. macropoda
611078;Lomelosia rutifolia
106535;Lomelosia simplex
137425;Lomelosia simplex subsp. dentata
137426;Lomelosia simplex subsp. simplex
106536;Lomelosia stellata
106538;Lonas annua
;
106546;Loncomelos pyrenaicus
612512;Loncomelos pyrenaicus subsp. pyrenaicus
106550;Lonicera alpigena
137428;Lonicera alpigena subsp. alpigena
106555;Lonicera caerulea
137429;Lonicera caerulea subsp. caerulea
106556;Lonicera caprifolium
160549;Lonicera confusa
106565;Lonicera etrusca
611079;Lonicera fragrantissima
106570;Lonicera implexa
106571;Lonicera japonica
998066;Lonicera involucrata var. ledebourii
106574;Lonicera nigra
998125;Lonicera ligustrina var. yunnanensis
106581;Lonicera periclymenum
137432;Lonicera periclymenum subsp. periclymenum
998125;Lonicera ligustrina var. pileata
106583;Lonicera pyrenaica
137433;Lonicera pyrenaica subsp. pyrenaica
106585;Lonicera sempervirens
106588;Lonicera tatarica
106593;Lonicera x helvetica
106594;Lonicera x italica
106595;Lonicera xylosteum
137438;Lotus corniculatus subsp. alpinus
106634;Lotus angustissimus
106641;Lotus biflorus
106645;Lotus castellanus
106651;Lotus conimbricensis
106653;Lotus corniculatus
137438;Lotus corniculatus subsp. alpinus
137440;Lotus corniculatus subsp. corniculatus
137441;Lotus corniculatus subsp. delortii
137447;Lotus corniculatus subsp. preslii
106719;Lotus tenuis
137440;Lotus corniculatus subsp. corniculatus
106656;Lotus creticus
106656;Lotus cytisoides
106664;Lotus dorycnium
106666;Lotus edulis
106651;Lotus tenuis
717298;Lotus halophilus
610901;Lotus herbaceus
106677;Lotus hirsutus
106634;Lotus hispidus
811201;Lotus jordanii
106682;Lotus longisiliquosus
106685;Lotus maritimus
148435;Lotus maritimus var. hirsutus
148436;Lotus maritimus var. maritimus
106694;Lotus ornithopodioides
106696;Lotus parviflorus
