TAXREF17;TAXREF17
CD_REF;NOM LATIN
131419;Anthemis arvensis subsp. arvensis
131420;Anthemis arvensis subsp. glabra
131421;Anthemis arvensis subsp. incrassata
;
82821;Anthemis austriaca
717085;Anthemis chia
82833;Anthemis cotula
82835;Anthemis cretica
131428;Anthemis cretica subsp. carpatica
131429;Anthemis cretica subsp. columnae
612395;Anthemis cretica subsp. gerardiana
131432;Anthemis cretica subsp. saxatilis
143566;Anthemis cretica var. macrocephala
718645;Anthemis cretica var. saxatilis
143566;Anthemis cretica subsp. gerardiana
82856;Anthemis maritima
131434;Anthemis maritima subsp. maritima
82871;Anthemis prostrata
610724;Anthemis ruthenica
131432;Anthemis cretica subsp. saxatilis
610722;Anthemis scariosa
82880;Anthemis arvensis subsp. glabra
92629;Cota tinctoria
82305;Anacyclus clavatus
92630;Cota triumfetti
82889;Anthemis x adulterina
82890;Anthemis x bollei
82903;Anthericum liliago
82903;Anthericum liliago
82903;Anthericum liliago
82903;Anthericum liliago
82909;Anthericum ramosum
82914;Anthoxanthum alpinum
82916;Anthoxanthum aristatum
82914;Anthoxanthum odoratum
82922;Anthoxanthum odoratum
82922;Anthoxanthum odoratum
82916;Anthoxanthum ovatum
82923;Anthoxanthum ovatum
82931;Anthriscus caucalis
143623;Anthriscus caucalis var. caucalis
143624;Anthriscus caucalis var. gymnocarpa
82932;Anthriscus cerefolium
143625;Anthriscus cerefolium var. cerefolium
143627;Anthriscus cerefolium var. trichocarpa
82943;Anthriscus nitida
82943;Anthriscus sylvestris
131456;Anthriscus sylvestris subsp. alpina
131460;Anthriscus sylvestris subsp. sylvestris
131456;Anthriscus sylvestris subsp. alpina
143634;Anthriscus sylvestris var. angustisecta
143635;Anthriscus sylvestris var. latisecta
143636;Anthriscus sylvestris var. sylvestris
143633;Anthriscus sylvestris var. torquata
82965;Anthyllis barba-jovis
717086;Anthyllis circinnata
82972;Anthyllis cytisoides
95285;Dorycnopsis gerardi
82979;Anthyllis hermanniae
82985;Anthyllis montana
131465;Anthyllis montana subsp. montana
131465;Anthyllis montana subsp. montana
82999;Anthyllis vulneraria
131467;Anthyllis vulneraria subsp. alpestris
131467;Anthyllis vulneraria subsp. alpestris
131493;Anthyllis vulneraria subsp. vulneraria
131467;Anthyllis vulneraria subsp. alpestris
131493;Anthyllis vulneraria subsp. vulneraria
131475;Anthyllis vulneraria subsp. forondae
612396;Anthyllis vulneraria subsp. guyotii
131493;Anthyllis vulneraria subsp. vulneraria
131489;Anthyllis vulneraria subsp. rubriflora
131493;Anthyllis vulneraria subsp. vulneraria
131489;Anthyllis vulneraria subsp. rubriflora
131467;Anthyllis vulneraria subsp. alpestris
131493;Anthyllis vulneraria subsp. vulneraria
131494;Anthyllis vulneraria subsp. vulnerarioides
131493;Anthyllis vulneraria subsp. vulneraria
131493;Anthyllis vulneraria subsp. vulneraria
131493;Anthyllis vulneraria subsp. vulneraria
131493;Anthyllis vulneraria subsp. vulneraria
83001;Antinoria agrostidea
131495;Antinoria agrostidea subsp. agrostidea
83002;Antinoria insularis
83055;Antirrhinum majus
83055;Antirrhinum latifolium
1020887;Antirrhinum latifolium x
83058;Antirrhinum majus
83089;Antirrhinum tortuosum
718646;Antirrhinum majus var. majus
1020882;Antirrhinum majus var. pseudomajus
;
83079;Antirrhinum sempervirens
83080;Antirrhinum majus var. striatum
;
83152;Apera interrupta
83152;Apera spica-venti
131507;Apera spica-venti subsp. spica-venti
83159;Aphanes arvensis
83160;Aphanes australis
83162;Aphanes cornucopioides
83164;Aphanes floribunda
83160;Aphanes australis
83167;Aphanes minutiflora
83171;Aphyllanthes monspeliensis
83177;Apios americana
101217;Helosciadium crassipes
83195;Apium graveolens
83195;Apium graveolens
83195;Apium graveolens
83195;Apium graveolens
101223;Helosciadium repens
83232;Aponogeton distachyos
83234;Aposeris foetida
108389;Mesembryanthemum cordifolium
994567;Mesembryanthemum cordifolium x
994566;Mesembryanthemum lancifolium
83240;Aquilegia alpina
83243;Aquilegia atrata
;
83246;Aquilegia bertolonii
83250;Aquilegia dumeticola
83252;Aquilegia hirsutissima
83254;Aquilegia litardierei
83260;Aquilegia pyrenaica
83260;Aquilegia pyrenaica
83261;Aquilegia reuteri
83252;Aquilegia viscosa
83252;Aquilegia hirsutissima
83266;Aquilegia viscosa
83243;Aquilegia vulgaris
718210;Aquilegia vulgaris subsp. subalpina
131526;Aquilegia vulgaris subsp. vulgaris
83268;Aquilegia x oenipontana
610746;Arabidopsis arenosa
612664;Arabidopsis arenosa subsp. arenosa
612663;Arabidopsis arenosa subsp. borbasii
717729;Arabidopsis cebennensis
610747;Arabidopsis halleri
612665;Arabidopsis halleri subsp. halleri
610745;Arabidopsis pedemontana
83272;Arabidopsis thaliana
83276;Arabis allionii
83279;Arabis alpina
83285;Arabis auriculata
83286;Arabis bellidifolia
131534;Arabis bellidifolia subsp. stellulata
83296;Arabis caerulea
83299;Arabis caucasica
610745;Arabidopsis cebennensis
83303;Arabis ciliata
83303;Arabis ciliata
83303;Arabis ciliata
83306;Arabis collina subsp. rosea
718309;Arabis collina subsp. collina
131542;Arabis collina subsp. rosea
83276;Arabis ciliata
610748;Arabis hirsuta x
83375;Arabis nemorensis
83359;Arabis nova
610749;Arabis parvula
83375;Arabis planisiliqua
83375;Arabis sagittata
83402;Arabis scabra
608824;Arabis serpillifolia
83409;Arabis soyeri
131559;Arabis soyeri subsp. soyeri
131560;Arabis soyeri subsp. subcoriacea
83402;Arabis scabra
717438;Pseudoturritis turrita
83422;Arabis verna
83428;Arabis x hybrida
83429;Arabis x intermedia
83430;Arabis x kotulae
83432;Arabis x palezieuxii
83433;Arabis x sabauda
83434;Arabis x subnivalis
83435;Arabis x thomasii
611649;Arachis hypogaea
610750;Araucaria angustifolia
83465;Araucaria araucana
705873;Araucaria bidwillii
83469;Araujia sericifera
83472;Arbutus andrachne
83481;Arbutus unedo
83485;Arbutus x andrachnoides
892223;Arceuthobium gambyi
83488;Arceuthobium gambyi
83499;Arctium lappa
83502;Arctium minus
83502;Arctium nemorosum
83502;Arctium minus
83507;Arctium tomentosum
83509;Arctium x ambiguum
83513;Arctium x cimbricum
83515;Arctium x maassii
83516;Arctium x mixtum
83517;Arctium x neumanii
83519;Arctium x nothum
83521;Arctium x scanicum
;
83528;Arctostaphylos uva-ursi
83529;Arctotheca calendula
83535;Arenaria aggregata
131577;Arenaria aggregata subsp. aggregata
131577;Arenaria aggregata subsp. aggregata
131577;Arenaria aggregata subsp. aggregata
83541;Arenaria balearica
83545;Arenaria bertolonii
83546;Arenaria biflora
83559;Arenaria cerastioides
83562;Arenaria ciliata
83563;Arenaria cinerea
83565;Arenaria controversa
83535;Arenaria aggregata
83582;Arenaria gothica
83582;Arenaria gothica
83582;Arenaria gothica
83584;Arenaria grandiflora
131592;Arenaria grandiflora subsp. grandiflora
83565;Arenaria hispida
83596;Arenaria leptoclados
83598;Arenaria ligericina
610764;Arenaria macrosepala
83607;Arenaria marschlinsii
83615;Arenaria modesta
131600;Arenaria modesta subsp. modesta
83617;Arenaria montana
83620;Arenaria multicaulis
610763;Arenaria picta
83636;Arenaria provincialis
83638;Arenaria purpurascens
717730;Arenaria querioides
83596;Arenaria serpyllifolia
83607;Arenaria marschlinsii
83596;Arenaria leptoclados
83653;Arenaria serpyllifolia
83653;Arenaria serpyllifolia
83535;Arenaria aggregata
131614;Arenaria tetraquetra subsp. tetraquetra
83705;Argemone mexicana
83714;Argentina anserina
718310;Argentina anserina subsp. anserina
83719;Argyranthemum frutescens
83722;Argyrolobium zanonii
83732;Aria edulis
83755;Arisarum vulgare
83756;Aristavena setacea
83758;Aristida adscensionis
83771;Aristida junciformis
83776;Aristolochia altissima
83777;Aristolochia clematitis
83778;Aristolochia clusii
83787;Aristolochia macrophylla
83789;Aristolochia pallida
83789;Aristolochia pallida
83790;Aristolochia paucinervis
83791;Aristolochia pistolochia
83790;Aristolochia rotunda
131626;Aristolochia rotunda subsp. insularis
131628;Aristolochia rotunda subsp. rotunda
83776;Aristolochia sempervirens
83796;Aristolochia tyrrhena
83805;Armeria alliacea
83808;Armeria alpina
610805;Armeria alpina x
610804;Armeria alpina x
83809;Armeria arenaria
131641;Armeria arenaria subsp. arenaria
610803;Armeria arenaria subsp.
131641;Armeria arenaria subsp. arenaria
131643;Armeria arenaria subsp. bupleuroides
459326;Armeria arenaria subsp. pradetensis
131645;Armeria arenaria subsp. praecox
83810;Armeria belgenciensis
83811;Armeria bubanii
610802;Armeria bubanii x
83808;Armeria vulgaris
83818;Armeria euscadiensis
83823;Armeria girardii
83827;Armeria leucocephala
83831;Armeria malinvaudii
83808;Armeria maritima
131662;Armeria maritima subsp. maritima
131662;Armeria maritima subsp. maritima
83836;Armeria muelleri
83837;Armeria multiceps
83843;Armeria pubinervis
83844;Armeria pungens
83847;Armeria ruscinonensis
131683;Armeria ruscinonensis subsp. littorifuga
131684;Armeria ruscinonensis subsp. ruscinonensis
83852;Armeria soleirolii
83832;Armeria arenaria subsp. arenaria
83866;Armoracia rusticana
610612;Arnebia hispidissima
83874;Arnica montana
83874;Arnica montana
83874;Arnica montana
83890;Arnoseris minima
83896;Aronia arbutifolia
83896;Aronia prunifolia
83912;Arrhenatherum elatius
131692;Arrhenatherum elatius subsp. bulbosum
131693;Arrhenatherum elatius subsp. elatius
131695;Arrhenatherum elatius subsp. sardoum
160518;Artedia squamata
83932;Artemisia abrotanum
83933;Artemisia absinthium
83934;Artemisia alba
83938;Artemisia annua
83941;Artemisia arborescens
83943;Artemisia armeniaca
83945;Artemisia atrata
83946;Artemisia austriaca
83949;Artemisia biennis
83951;Artemisia borealis
83952;Artemisia caerulescens
131706;Artemisia caerulescens subsp. caerulescens
131708;Artemisia caerulescens subsp. densiflora
131709;Artemisia caerulescens subsp. gallica
83951;Artemisia campestris
131711;Artemisia campestris subsp. alpina
131713;Artemisia campestris subsp. campestris
131714;Artemisia campestris subsp. glutinosa
131720;Artemisia campestris subsp. maritima
612402;Artemisia campestris subsp. variabilis
83958;Artemisia chamaemelifolia
83965;Artemisia dracunculus
83969;Artemisia eriantha
83969;Artemisia genipi
83974;Artemisia glacialis
84069;Artemisia godronii
83978;Artemisia herba-alba
83943;Artemisia armeniaca
84002;Artemisia ludoviciana
84003;Artemisia maritima
131730;Artemisia maritima subsp. maritima
131730;Artemisia maritima subsp. maritima
131730;Artemisia maritima subsp. maritima
84005;Artemisia molinieri
84021;Artemisia pontica
84037;Artemisia scoparia
83969;Artemisia umbelliformis
84053;Artemisia umbelliformis
84053;Artemisia umbelliformis
84054;Artemisia vallesiaca
84057;Artemisia verlotiorum
84057;Artemisia vulgaris
84053;Artemisia umbelliformis
84064;Artemisia x burnatii
84066;Artemisia x csepelensis
84067;Artemisia x gapensis
84068;Artemisia x gayeriana
84071;Artemisia x hybrida
131730;Artemisia maritima subsp. maritima
;
83951;Artemisia borealis
84077;Artemisia x seileri
131711;Artemisia campestris subsp. alpina
;
;
966891;Arthrocaulon macrostachyum
84100;Arum cylindraceum
84110;Arum italicum
611708;Arum italicum var.
611707;Arum italicum x
84100;Arum maculatum
84120;Arum pictum
162005;Arum pictum subsp. pictum
84131;Arum x sooi
84135;Aruncus dioicus
788808;Arundinaria argenteostriata
788809;Arundinaria fortunei
788810;Arundinaria ragamowskii
84141;Arundinaria simonii
788856;Arundo donaciformis
84173;Arundo donax
84195;Arundo micrantha
84195;Arundo donaciformis
719057;Maurandya antirrhiniflora
84229;Asarina procumbens
84230;Asarum europaeum
84230;Asarum europaeum
84230;Asarum europaeum
446951;Asclepias curassavica
84251;Asclepias syriaca
84264;Asparagus acutifolius
84265;Asparagus albus
84269;Asparagus asparagoides
446158;Asparagus densiflorus
84277;Asparagus maritimus
84277;Asparagus officinalis
131756;Asparagus officinalis subsp. officinalis
131757;Asparagus officinalis subsp. prostratus
446160;Asparagus setaceus
84286;Asparagus tenuifolius
84290;Asperugo procumbens
84296;Asperula aristata
131758;Asperula aristata subsp. aristata
131762;Asperula aristata subsp. oreophila
84297;Asperula arvensis
84299;Asperula capillacea
84296;Asperula cynanchica
84306;Asperula cynanchica
611632;Asperula cynanchica x
84310;Asperula hexaphylla
84311;Asperula hirta
84312;Asperula laevigata
84316;Asperula occidentalis
84319;Asperula purpurea
131774;Asperula purpurea subsp. purpurea
84320;Asperula pyrenaica
84328;Asperula taurina
131775;Asperula taurina subsp. taurina
84320;Asperula tinctoria
610614;Asphodeline lutea
84338;Asphodelus albus
131776;Asphodelus albus subsp. albus
131784;Asphodelus albus subsp. subalpinus
131782;Asphodelus albus subsp. occidentalis
84343;Asphodelus ayardii
84345;Asphodelus cerasiferus
84343;Asphodelus fistulosus
84362;Asphodelus macrocarpus
718311;Asphodelus macrocarpus subsp. arrondeaui
131790;Asphodelus macrocarpus subsp. macrocarpus
84338;Asphodelus ramosus
131791;Asphodelus ramosus subsp. ramosus
84381;Asphodelus tenuifolius
84385;Asphodelus x morisianus
84458;Asplenium adiantum-nigrum
143975;Asplenium adiantum-nigrum var. adiantum-nigrum
1015002;Asplenium adiantum-nigrum var. silesiacum
84466;Asplenium balearicum
84472;Asplenium ceterach
131812;Asplenium ceterach subsp. ceterach
84476;Asplenium cuneifolium
161077;Asplenium cuneifolium subsp. cuneifolium
84476;Asplenium cuneifolium
84485;Asplenium fontanum
131815;Asplenium fontanum subsp. fontanum
923640;Asplenium foreziense
84494;Asplenium jahandiezii
84497;Asplenium lepidum
131826;Asplenium lepidum subsp. lepidum
84501;Asplenium auritum
84511;Asplenium obovatum
131829;Asplenium obovatum subsp. billotii
;
131833;Asplenium obovatum subsp. obovatum
84513;Asplenium onopteris
84514;Asplenium petrarchae
131834;Asplenium petrarchae subsp. petrarchae
84521;Asplenium ruta-muraria
;
131835;Asplenium ruta-muraria subsp. dolomiticum
131840;Asplenium ruta-muraria subsp. ruta-muraria
84522;Asplenium sagittatum
84524;Asplenium scolopendrium
84525;Asplenium seelosii
131844;Asplenium seelosii subsp. glabrum
84526;Asplenium septentrionale
131846;Asplenium septentrionale subsp. septentrionale
84514;Asplenium trichomanes
131848;Asplenium trichomanes subsp. hastatum
131849;Asplenium trichomanes subsp. inexpectans
;
;
;
;
131858;Asplenium trichomanes subsp. pachyrachis
131859;Asplenium trichomanes subsp. quadrivalens
;
131863;Asplenium trichomanes subsp. trichomanes
84494;Asplenium viride
84545;Asplenium x alternifolium
;
;
84551;Asplenium x bouharmontii
84553;Asplenium x brissaginense
84554;Asplenium x centovallense
84557;Asplenium x contrei
84558;Asplenium x corbariense
;
84559;Asplenium x costei
84561;Asplenium x dolosum
84562;Asplenium x dutartrei
84569;Asplenium x helii
;
;
84571;Asplenium x jacksonii
84572;Asplenium x javorkae
;
84573;Asplenium x joncheerei
84576;Asplenium x lessinense
84585;Asplenium x murbeckii
84587;Asplenium x pagesii
;
;
84518;Asplenium x refractum
84599;Asplenium x ruscinonense
84600;Asplenium x sarniense
84602;Asplenium x sleepiae
;
;
84603;Asplenium x souchei
84607;Asplenium x ticinense
84622;Aster alpinus
958222;Aster alpinus subsp. alpinus
84622;Aster alpinus
84626;Aster amellus
125330;Symphyotrichum lanceolatum
99244;Galatella linosyris
448412;Symphyotrichum novi-belgii
84699;Aster pyrenaeus
612634;Galatella sedifolia subsp. rigida
125333;Symphyotrichum squamatum
610836;Aster trinervius
159902;Aster willkommii
612601;Aster willkommii subsp. catalaunicus
84731;Aster x alpinoamellus
84738;Asteriscus aquaticus
112064;Pallenis maritima
610615;Astilbe japonica
84790;Astragalus alopecuroides
131900;Astragalus alopecuroides subsp. alopecuroides
84791;Astragalus alopecurus
84792;Astragalus alpinus
131902;Astragalus alpinus subsp. alpinus
610849;Astragalus ankylotus
717091;Astragalus asterias
84800;Astragalus australis
84800;Astragalus australis
84800;Astragalus australis
84801;Astragalus austriacus
84802;Astragalus baionensis
84805;Astragalus boeticus
144032;Astragalus boeticus var. subinflatus
84791;Astragalus alopecurus
84817;Astragalus cicer
717092;Astragalus crenatus
84828;Astragalus danicus
84831;Astragalus depressus
84834;Astragalus echinatus
84836;Astragalus exscapus
84839;Astragalus frigidus
84840;Astragalus genargenteus
84842;Astragalus glaux
84843;Astragalus glycyphyllos
621536;Astragalus greuteri
84846;Astragalus hamosus
84828;Astragalus danicus
131913;Astragalus hypoglottis subsp. gremlii
131914;Astragalus hypoglottis subsp. hypoglottis
84853;Astragalus incanus
131915;Astragalus incanus subsp. incanus
610851;Astragalus juvenalis
84859;Astragalus leontinus
610848;Astragalus leptocarpus
84910;Astragalus tragacantha
84869;Astragalus monspessulanus
131916;Astragalus monspessulanus subsp. monspessulanus
84875;Astragalus odoratus
84828;Astragalus danicus
84882;Astragalus penduliflorus
84895;Astragalus scorpioides
